,gender,owns_car,owns_realty,num_children,total_income,income_type,education_level,family_status,housing_type,has_work_phone,has_phone,has_email,occupation,family_size,age,months_employed,Months_sub,status
25,1,0,1,1,5.998508813879472,4,3,4,5,0,0,0,17,3,32,6.481165685398204,8,1
26,1,0,1,1,5.998508813879472,4,3,4,5,0,0,0,17,3,32,6.481165685398204,29,1
27,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,43,1
28,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,11,1
29,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,46,1
30,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,51,1
31,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,25,1
32,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,0,1
33,1,1,1,0,5.765550191886271,4,2,4,5,0,1,0,8,2,56,8.368696958388513,39,1
34,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,39,1
35,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,28,1
36,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,3,1
37,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,10,1
38,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,4,1
39,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,2,1
40,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,8,1
41,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,19,1
42,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,25,1
43,0,1,1,2,5.8012929966811555,2,2,4,5,0,0,0,7,4,43,7.526046389137201,18,1
44,0,0,1,1,5.885539825959145,3,2,3,5,0,0,0,12,3,44,9.62783761092636,24,1
45,0,0,1,1,5.885539825959145,3,2,3,5,0,0,0,12,3,44,9.62783761092636,20,1
46,1,1,1,0,5.9787774439976324,4,2,4,5,0,1,0,9,2,45,8.858627121599627,10,1
47,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,21,1
48,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,45,1
49,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,39,1
50,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,43,1
51,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,7,1
52,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,43,0
53,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,10,1
54,0,0,1,2,5.787873870579974,4,3,4,5,0,0,1,17,4,34,6.202173503577554,19,1
55,0,0,1,0,5.913815348262521,4,3,0,0,0,0,0,12,1,46,5.629335366510789,11,1
56,0,0,1,0,5.913815348262521,4,3,0,0,0,0,0,12,1,46,5.629335366510789,4,1
57,0,0,1,0,5.913815348262521,4,3,0,0,0,0,0,12,1,46,5.629335366510789,48,1
58,0,0,1,0,5.913815348262521,4,3,0,0,0,0,0,12,1,46,5.629335366510789,25,1
59,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,7,1
60,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,37,1
61,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,36,1
62,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,34,1
63,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,32,1
64,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,31,1
65,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,30,1
66,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,29,1
67,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,27,1
68,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,26,1
69,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,25,1
70,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,24,1
71,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,23,1
72,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,22,1
73,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,21,1
74,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,20,1
75,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,19,1
76,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,18,1
77,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,17,1
78,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,16,1
79,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,15,1
80,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,13,1
81,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,12,1
82,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,11,1
83,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,9,1
84,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,6,1
85,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,5,1
86,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,4,1
87,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,3,1
88,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,1,1
89,0,0,1,0,5.945847870089429,4,2,2,0,0,0,0,7,1,42,7.572003875715458,0,1
90,0,0,0,0,5.830814389082129,4,3,4,5,0,1,0,14,2,37,8.5900607570765,43,0
91,0,0,0,0,5.830814389082129,4,3,4,5,0,1,0,14,2,37,8.5900607570765,23,0
92,0,0,0,0,5.830814389082129,4,3,4,5,0,1,0,14,2,37,8.5900607570765,30,0
93,0,0,0,0,5.830814389082129,4,3,4,5,0,1,0,14,2,37,8.5900607570765,48,0
94,1,0,1,1,5.896744146769865,2,2,4,5,0,0,0,8,3,28,7.235146536400885,45,1
95,1,0,1,1,5.896744146769865,2,2,4,5,0,0,0,17,3,28,7.235146536400885,5,1
96,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,4,1
97,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,39,1
98,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,51,1
99,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,3,1
100,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,15,1
101,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,28,1
102,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,26,1
103,0,1,1,0,5.8012929966811555,2,2,4,5,0,0,0,7,2,48,6.127393779788837,38,1
104,1,0,1,0,5.830814389082129,2,2,4,5,0,1,0,7,2,43,4.823193478237773,15,1
105,1,0,1,0,5.830814389082129,2,2,4,5,0,1,0,8,2,43,4.823193478237773,21,1
106,1,0,1,0,5.830814389082129,2,2,4,5,0,1,0,7,2,43,4.823193478237773,55,1
107,1,0,1,0,5.830814389082129,2,2,4,5,0,1,0,10,2,43,4.823193478237773,4,1
108,1,1,1,0,5.765550191886271,3,2,4,5,0,1,0,8,2,57,6.853561662106209,58,1
109,1,1,1,0,5.765550191886271,3,2,4,5,0,1,0,8,2,57,6.853561662106209,10,1
110,0,1,1,0,5.929203875533594,2,2,0,5,1,1,0,1,1,45,5.388099937739482,30,1
111,0,1,1,0,5.929203875533594,2,2,0,5,1,1,0,1,1,45,5.388099937739482,6,1
112,0,1,1,0,5.929203875533594,2,2,0,5,1,1,0,1,1,45,5.388099937739482,17,1
113,0,1,1,0,5.929203875533594,2,2,0,5,1,1,0,1,1,45,5.388099937739482,19,1
114,0,1,1,0,5.929203875533594,2,2,0,5,1,1,0,1,1,45,5.388099937739482,28,1
115,0,1,1,0,5.929203875533594,2,2,0,5,1,1,0,1,1,45,5.388099937739482,21,1
116,1,1,1,0,5.830814389082129,2,2,4,5,0,0,0,8,2,27,4.6923543449007,22,1
117,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,40,1
118,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,44,1
119,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,35,1
120,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,45,1
121,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,59,1
122,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,9,1
123,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,32,1
124,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,12,1
125,1,0,1,0,5.841302403011261,2,2,4,5,1,1,0,7,2,51,9.284462268234709,5,1
126,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,17,4,42,7.479351633021911,24,1
127,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,7,4,42,7.479351633021911,43,1
128,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,8,4,42,7.479351633021911,32,1
129,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,12,4,42,7.479351633021911,41,1
130,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,12,4,42,7.479351633021911,35,1
131,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,12,4,42,7.479351633021911,8,1
132,0,0,1,2,5.8893629722522665,3,3,4,5,0,0,1,17,4,42,7.479351633021911,33,1
133,0,1,1,0,5.929203875533594,4,2,4,5,0,0,1,7,2,54,10.87258904202251,21,1
134,0,1,1,0,5.929203875533594,4,2,4,5,0,0,1,7,2,54,10.87258904202251,40,1
135,0,1,1,0,5.896744146769865,4,2,4,5,0,0,0,7,2,39,7.209077939184465,17,1
136,0,1,1,0,5.896744146769865,4,2,4,5,0,0,0,7,2,39,7.209077939184465,15,1
137,0,0,1,0,5.956013626664321,2,2,2,5,0,0,0,11,1,28,5.388099937739482,13,1
138,0,0,1,2,5.830814389082129,2,2,2,5,0,0,0,12,3,39,3.993182639886554,8,1
139,0,0,1,2,5.830814389082129,2,2,2,5,0,0,0,12,3,39,3.993182639886554,3,1
140,0,0,1,0,5.819620426733855,2,3,4,5,0,0,0,12,2,48,4.823193478237773,20,1
141,0,0,1,0,5.819620426733855,2,3,4,5,0,0,0,12,2,48,4.823193478237773,18,1
142,0,0,1,0,5.819620426733855,2,3,4,5,0,0,0,12,2,48,4.823193478237773,17,1
143,0,0,1,0,5.819620426733855,2,3,4,5,0,0,0,12,2,48,4.823193478237773,7,1
144,0,0,1,0,5.819620426733855,2,3,4,5,0,0,0,12,2,48,4.823193478237773,11,1
145,0,0,1,2,5.877607736123864,2,3,4,5,0,0,1,12,4,30,6.764240077825878,34,1
146,0,0,1,2,5.877607736123864,2,3,4,5,0,0,1,12,4,30,6.764240077825878,56,1
147,0,0,1,2,5.877607736123864,2,3,4,5,0,0,1,12,4,30,6.764240077825878,47,1
148,0,0,1,2,5.877607736123864,2,3,4,5,0,0,1,12,4,30,6.764240077825878,51,1
149,0,0,1,2,5.877607736123864,2,3,4,5,0,0,1,12,4,30,6.764240077825878,55,1
150,1,0,1,0,5.877607736123864,2,2,2,5,1,0,0,8,1,24,4.823193478237773,24,1
151,1,0,1,0,5.877607736123864,2,2,2,5,1,0,0,8,1,24,4.823193478237773,9,1
152,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,45,1
153,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,27,1
154,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,15,1
155,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,36,1
156,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,22,1
157,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,35,1
158,1,1,1,0,5.956013626664321,2,2,3,5,0,0,0,10,2,28,6.546948533568416,39,1
159,0,1,1,0,5.929203875533594,4,1,3,1,0,1,1,14,2,28,7.526046389137201,20,1
160,0,1,1,0,5.929203875533594,4,1,3,1,0,1,1,14,2,28,7.526046389137201,43,1
161,0,1,1,1,6.015887457926393,3,3,4,5,0,1,1,12,3,48,4.411221722057957,22,1
162,0,1,1,1,6.015887457926393,3,3,4,5,0,1,1,12,3,48,4.411221722057957,28,1
163,1,0,1,1,5.8558806395505085,2,2,4,2,0,0,0,8,3,38,5.535908800171482,30,1
164,0,0,1,0,5.765550191886271,2,3,3,5,0,0,1,7,2,27,7.526046389137201,43,1
165,0,0,1,0,5.765550191886271,2,3,3,5,0,0,1,7,2,27,7.526046389137201,15,0
166,0,0,1,0,5.765550191886271,2,3,3,5,0,0,1,7,2,27,7.526046389137201,19,1
167,1,0,1,0,5.72055367187501,2,2,4,5,0,0,0,8,2,56,9.036046789806857,51,1
168,1,0,1,0,5.72055367187501,2,2,4,5,0,0,0,8,2,56,9.036046789806857,2,1
169,1,1,0,2,5.877607736123864,4,3,4,5,0,0,0,7,4,40,7.382950276598901,46,1
170,1,1,0,2,5.877607736123864,4,3,4,5,0,0,0,7,4,40,7.382950276598901,39,1
171,1,1,1,0,5.913815348262521,2,2,4,5,0,0,0,8,2,34,8.112750493712698,13,1
172,1,1,1,1,6.099645344469614,2,3,4,5,1,0,0,17,3,33,5.388099937739482,3,0
173,1,1,1,1,6.099645344469614,2,3,4,5,1,0,0,17,3,33,5.388099937739482,3,1
174,0,0,1,1,5.929203875533594,4,2,4,5,0,0,1,11,3,37,8.334383741915667,24,1
175,0,0,1,1,5.929203875533594,4,2,4,5,0,0,1,11,3,37,8.334383741915667,33,1
176,0,0,1,1,5.929203875533594,4,2,4,5,0,0,1,11,3,37,8.334383741915667,17,1
177,0,0,1,0,5.956013626664321,2,3,0,5,0,0,0,17,1,36,3.993182639886554,56,1
178,0,0,1,0,5.956013626664321,2,3,0,5,0,0,0,17,1,36,3.993182639886554,27,1
179,1,1,1,2,5.830814389082129,2,2,4,2,0,1,0,8,4,35,8.132130777572728,38,1
180,1,1,1,2,5.830814389082129,2,2,4,2,0,1,0,8,4,35,8.132130777572728,25,1
181,1,0,1,0,5.9787774439976324,4,2,4,5,0,0,0,9,2,41,7.183619179344951,7,1
182,1,0,1,0,5.9787774439976324,4,2,4,5,0,0,0,9,2,41,7.183619179344951,20,1
183,0,0,1,0,5.765550191886271,4,3,4,5,0,0,1,14,2,24,3.095145186117172,3,0
184,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,10,1,43,3.5869692714461783,35,1
185,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,8,1,43,3.5869692714461783,49,1
186,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,12,1,43,3.5869692714461783,43,1
187,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,10,1,43,3.5869692714461783,56,1
188,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,12,1,43,3.5869692714461783,25,1
189,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,12,1,43,3.5869692714461783,46,1
190,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,17,1,43,3.5869692714461783,22,1
191,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,17,1,43,3.5869692714461783,14,1
192,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,12,1,43,3.5869692714461783,11,1
193,0,0,0,0,5.830814389082129,4,3,0,2,0,0,0,17,1,43,3.5869692714461783,23,1
194,0,0,0,0,5.8012929966811555,2,2,3,5,1,1,0,17,2,26,5.931339044184664,33,1
195,0,0,0,0,5.8012929966811555,2,2,3,5,1,1,0,17,2,26,5.931339044184664,11,1
196,1,1,0,0,5.956013626664321,2,3,4,5,1,1,0,17,2,43,7.915310607129613,36,1
197,1,1,0,0,5.956013626664321,2,3,4,5,1,1,0,17,2,43,7.915310607129613,12,1
198,1,1,0,0,5.956013626664321,2,3,4,5,1,1,0,17,2,43,7.915310607129613,7,1
199,1,1,0,0,5.956013626664321,2,3,4,5,1,1,0,17,2,43,7.915310607129613,17,1
200,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,29,1
201,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,47,1
202,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,53,1
203,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,28,1
204,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,27,1
205,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,17,1
206,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,55,1
207,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,14,1
208,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,21,1
209,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,23,1
210,0,0,0,0,5.8558806395505085,2,2,4,5,0,0,0,10,2,53,7.312017631005245,56,1
211,0,0,0,0,5.830814389082129,2,2,4,5,0,1,0,10,2,35,7.526798014169837,12,1
212,0,0,0,0,5.830814389082129,2,2,4,5,0,1,0,10,2,35,7.526798014169837,29,1
213,0,0,0,0,5.830814389082129,2,2,4,5,0,1,0,10,2,35,7.526798014169837,41,1
214,0,0,0,0,5.830814389082129,2,2,4,5,0,1,0,10,2,35,7.526798014169837,16,1
215,1,1,0,0,5.900309673648516,2,1,4,4,0,0,0,7,2,50,5.488661216686381,49,1
216,1,1,0,0,5.900309673648516,2,1,4,4,0,0,0,7,2,50,5.488661216686381,34,1
217,1,1,0,0,5.900309673648516,2,1,4,4,0,0,0,7,2,50,5.488661216686381,51,1
218,1,1,0,0,5.900309673648516,2,1,4,4,0,0,0,7,2,50,5.488661216686381,38,1
219,1,1,0,0,5.900309673648516,2,1,4,4,0,0,0,7,2,50,5.488661216686381,12,1
220,1,1,0,0,5.900309673648516,2,1,4,4,0,0,0,7,2,50,5.488661216686381,31,1
221,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,3,0
222,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,5,1
223,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,16,1
224,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,22,1
225,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,28,1
226,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,33,1
227,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,17,2,48,9.065196192964184,36,1
228,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,21,1
229,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,48,1
230,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,1,1
231,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,6,1
232,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,2,1
233,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,22,1
234,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,41,1
235,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,45,1
236,0,0,0,0,5.943196524918115,3,2,4,5,1,1,0,11,2,57,10.207401032554008,59,1
237,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,11,2,33,4.761930032375306,57,1
238,0,0,0,0,5.929203875533594,2,3,4,5,1,1,0,11,2,33,4.761930032375306,6,1
239,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,27,1
240,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,59,1
241,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,50,1
242,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,47,1
243,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,20,1
244,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,35,1
245,0,1,0,0,5.896744146769865,2,2,4,5,1,0,0,17,2,40,4.625212605822209,30,1
246,1,1,0,0,5.830814389082129,2,1,4,2,0,1,0,8,2,29,5.009770567381931,24,1
247,1,1,0,0,5.830814389082129,2,1,4,2,0,1,0,8,2,29,5.009770567381931,14,1
248,1,1,0,0,5.830814389082129,2,1,4,2,0,1,0,8,2,29,5.009770567381931,42,1
249,1,1,0,0,5.830814389082129,2,1,4,2,0,1,0,8,2,29,5.009770567381931,10,1
250,0,0,0,0,5.680626084342545,2,3,0,1,0,1,0,12,1,52,8.797832063996713,34,1
251,0,0,0,0,5.680626084342545,2,3,0,1,0,1,0,12,1,52,8.797832063996713,7,1
252,0,0,0,0,5.680626084342545,2,3,0,1,0,1,0,12,1,52,8.797832063996713,8,1
253,0,0,0,0,5.8012929966811555,4,2,4,5,0,1,0,17,2,38,6.612269319939105,54,1
254,0,0,0,0,5.8012929966811555,4,2,4,5,0,1,0,7,2,38,6.612269319939105,17,1
255,1,1,0,1,5.8012929966811555,2,2,4,5,1,0,0,8,3,27,4.88907021515042,26,1
256,1,1,0,1,5.8012929966811555,2,2,4,5,1,0,0,8,3,27,4.88907021515042,9,1
257,1,1,0,1,5.8012929966811555,2,2,4,5,1,0,0,8,3,27,4.88907021515042,12,1
258,1,1,0,1,5.8012929966811555,2,2,4,5,1,0,0,8,3,27,4.88907021515042,22,1
259,0,0,0,0,5.813729788677614,2,2,2,5,0,0,0,1,1,43,10.308298824375228,6,1
260,0,0,0,0,5.813729788677614,2,2,2,5,0,0,0,1,1,43,10.308298824375228,17,1
261,0,0,0,0,5.813729788677614,2,2,2,5,0,0,0,1,1,43,10.308298824375228,38,1
262,0,0,0,0,5.877607736123864,3,3,4,2,0,1,0,12,2,39,5.537453044424438,19,1
263,0,0,0,0,5.877607736123864,3,3,4,2,0,1,0,12,2,39,5.537453044424438,23,1
264,0,0,0,0,5.877607736123864,3,3,4,2,0,1,0,12,2,39,5.537453044424438,8,1
265,0,0,0,0,5.877607736123864,3,3,4,2,0,1,0,12,2,39,5.537453044424438,16,1
266,1,1,0,0,5.967827965801184,3,3,4,2,1,1,0,17,2,28,6.05172981097411,47,1
267,1,1,0,0,5.967827965801184,3,3,4,2,1,1,0,17,2,28,6.05172981097411,15,1
268,1,1,0,0,5.967827965801184,3,3,4,2,1,1,0,17,2,28,6.05172981097411,17,1
269,1,1,0,0,5.967827965801184,3,3,4,2,1,1,0,17,2,28,6.05172981097411,26,1
270,1,1,0,0,5.967827965801184,3,3,4,2,1,1,0,17,2,28,6.05172981097411,34,1
271,1,0,0,0,5.8558806395505085,4,2,4,1,0,1,0,7,2,40,6.912186794378672,28,1
272,1,0,0,0,5.8558806395505085,4,2,4,1,0,1,0,7,2,40,6.912186794378672,39,1
273,1,0,0,0,5.8558806395505085,4,2,4,1,0,1,0,7,2,40,6.912186794378672,25,1
274,1,0,0,0,5.8558806395505085,4,2,4,1,0,1,0,7,2,40,6.912186794378672,54,1
